engine_rpm,lub_oil_pressure,fuel_pressure,coolant_pressure,lub_oil_temp,engine_condition,thermal_degradation_proxy,engine_oil,engine_oil_health
717.0620123899027,2.5482733420098738,11.641273830753272,3.178980794,83.99654375980829,1,1.0307718745133467,0,0
896.7945601445396,2.9187981238907907,16.265015782505987,2.464503704,77.59321747622216,0,0.941721765187208,0,0
514.3309909936143,3.004260297290569,6.516288965284928,1.064346764,77.75941009175634,1,0.9762258341196004,0,0
464.0328742875315,3.70668038832536,19.64492139509904,3.727455362,74.1670883534721,1,1.032814902287516,1,4
616.926287021423,5.697364341544088,15.83795217281957,2.052251454,78.45008764792374,0,0.90111246938114,0,0
1216.7081108201637,4.003113644026452,6.710236298247634,2.214250345,76.57378538300853,0,1.0096647914527634,0,0
712.2714107056408,3.5450547419394844,5.361554284190028,2.46106708,83.65998079597745,1,1.0483025474800471,0,0
734.5122466060823,3.885573171157262,10.060241656484688,2.362998355,77.78717463475499,1,1.0871952998499737,1,3
837.7634965012118,4.809025007375761,3.644767255949283,3.525604418,76.31743024562367,0,1.082353588618895,1,3
844.8623906104407,3.804052984125617,7.623154117880839,1.301032069,76.92409199005317,0,0.9051390020082016,0,0
1224.5855458992737,3.485733475095473,10.756244710846945,1.830218693,77.83299177067401,0,0.900902664929758,0,0
529.9559963795072,4.246451654480574,7.609785582989945,2.083630083,80.02168931821919,1,0.9877145055467744,0,0
1171.346809150144,2.605335839152549,6.780581789400654,1.833391079,78.30652184866904,1,0.9192087948223936,0,0
625.8227331004147,3.7369348447481854,10.220804242855964,2.997150736,77.3622099050767,1,1.0225311086778264,0,0
588.6934411471964,2.229952502451132,5.501322486019352,1.913766899,75.14486470430528,1,0.9671271781257328,0,0
388.11983414145067,2.1581784684822827,7.634321889593397,2.727348376,77.23633421584451,1,1.0750730840905047,1,3
569.2937342931098,2.841382837366403,11.849654085160116,1.832205746,77.10244103078159,1,1.090687466366722,1,3
727.9763713661719,4.664870686012021,7.652720298164743,1.432776233,84.80564735917204,0,1.0580402118268029,1,3
820.4886152022468,3.3669745474655737,4.117079241973012,2.141784028,77.15137692414453,1,0.8701817918844427,0,0
489.9442097489789,3.3787302020404897,7.282066966261024,3.090756713,77.43499273850259,1,1.046838449393712,0,0
1366.3498816398442,4.693009827801536,6.375614115777529,1.503297167,76.92557172423095,0,0.9751794333800324,0,0
1243.947585440058,2.487257880364776,6.494408482450688,4.145416104,77.06458001541075,1,1.0588127832126428,1,3
692.263375854667,4.298383002975586,7.497405180154399,1.312393529,76.93450801435495,0,0.8828825160405307,0,0
425.9667193677747,4.253129266126599,7.429052630243393,2.342593832,78.06928880109116,1,0.9443849302121988,0,0
874.7576590567296,1.929750507101893,6.2514617664767,2.356187698,77.19852223053267,1,0.948110925200239,1,2
574.5014221251273,3.523422195768561,,1.627376493,76.34352574504224,1,1.079444188620891,1,3
764.0066510791023,3.3577842120590558,7.057076210474344,3.393287895,73.89922706313946,1,1.0841485858214797,1,3
786.4347421625886,4.50221995032851,5.19203511341532,1.846249309,83.24026982671923,0,1.076990923324796,1,3
581.4194363088613,4.776308424400064,7.740486067275494,2.781762808,76.1095784520133,1,1.1400646218104025,1,3
449.8997345183123,4.724212366833878,13.909111543977648,2.448630195,80.68733841091537,1,1.0631594200016476,1,3
1065.7223711488189,2.485429434035623,4.2919508894934975,4.705473891,75.90898982935333,0,0.9981643498046454,0,0
630.9984694012031,2.199471066711407,8.073529235911515,3.033518045,75.12406681027281,1,0.871546149552059,0,0
